282.4	0.05
282.7	0.05
174	0.05
2.53E+02	0.05
161.7	0.05
292.8	0.05
445.5	0.05
331.5	0.05
135.8	0.05
241.9	0.05
486.1	0.05
281.9	0.05
225.1	0.05
224.5	0.05
319.9	0.05
533.2	0.05
127.2	0.05
558.4	0.05
129	0.05
321.8	0.05
375.5	0.05
280	0.05
240.3	0.05
222.3	0.05
196.8	0.05
159.2	0.05
372.1	0.05
114.5	0.05
2.52E+02	0.05
1.48E+02	0.05
2.20E+02	0.05
2.50E+02	0.05
1.78E+02	0.05
1.45E+02	0.05
2.41E+02	0.05
3.23E+02	0.05
2.01E+02	0.05
2.68E+02	0.05
5.49E+02	0.05
3.41E+02	0.05
2.89E+02	0.05
2.49E+02	0.05
1.99E+02	0.05
273.8	0.05
233.3	0.05
252.6	0.05
509.4	0.05
399.8	0.05
253.1	0.05
361.8	0.05
222.3	0.05
480.6	0.05
423.4	0.05
333.1	0.05
292.5	0.05
179.3	0.05
205.4	0.05
213.5	0.05
384	0.05
404	0.05
316.8	0.05
313.6	0.05
157.5	0.05
238.7	0.05
329.1	0.05
184.4	0.05
156.8	0.05
139.9	0.05
468.7	0.05
160.4	0.05
	
