411.6	0.05
395.6	0.05
252.6	0.05
3.92E+02	0.05
306.4	0.05
417.4	0.05
490.3	0.05
451.2	0.05
324.4	0.05
345.2	0.05
620.1	0.05
359.8	0.05
377	    0.05
376.6	0.05
430.5	0.05
680.5	0.05
225.6	0.05
678.2	0.05
358.9	0.05
476.6	0.05
461.3	0.05
387.8	0.05
402.7	0.05
351.2	0.05
347.1	0.05
286.2	0.05
487.8	0.05
303.6	0.05
3.74E+02	0.05
2.50E+02	0.05
4.58E+02	0.05
3.72E+02	0.05
2.94E+02	0.05
2.47E+02	0.05
3.78E+02	0.05
5.75E+02	0.05
3.64E+02	0.05
3.89E+02	0.05
6.85E+02	0.05
5.31E+02	0.05
4.85E+02	0.05
4.74E+02	0.05
3.71E+02	0.05
481.6	0.05
437.7	0.05
684.1	0.05
683.8	0.05
682.6	0.05
430.1	0.05
503.3	0.05
424.1	0.05
682.8	0.05
681.7	0.05
682.6	0.05
445.3	0.05
443 	0.05
301.8	0.05
420	    0.05
615.4	0.05
682	    0.05
682.4	0.05
682.1	0.05
449.7	0.05
443.4	0.05
620.2	0.05
428.2	0.05
275.5	0.05
245 	0.05
682.1	0.05
264.1	0.05
	
